Ingenium,1
Ingens,1
Ingratus,1
Ingredi,1
Inimicus,1
Inire,1
Iniuria,1
Inquam,1
Insidiae,1
Inspicere,1
Inter,1
Interea,1
Intestina,1
Intro,1
Invenire,1
Invidere,1
Invitus,1
Iocari,1
Iocosus,1
Iocus,1
Ipsa,1
Ipse,1
Ipsum,1
Ira,1
Iratus,1
Ire,1
Is,1
Ista,1
Iste,1
Istud,1
Ita,1
Itaque,1
Iter,1
Iterum,1
Iubere,1
Iucunde,1
Iucundus,1
Iudicium,1
Iungere,1
Iuppiter,1
Ius,1
Iuvare,1
Iuvenis,1
Labi,1
Laborare,1
Laboriosus,1
Lac,1
Lacrima,1
Lacrimare,1
Laedere,1
Laetitia,1
Laetus,1
Lapis,1
Latus,1
Laudare,1
Laus,1
Lavare,1
Lectus,1
Legatus,1
Legere,1
Legio,1
Lente,1
Leo,1
Lepidus,1
Levare,1
Levis,1
Lex,1
Libellus,1
Libenter,1
Liber,1
Liber,1
Libere,1
Libertas,1
Libertus,1
Licere,1
Limen,1
Linea,1
Lingua,1
Littera,1
Litterae,1
Litterator,1
Litus,1
Locus,1
Longe,1
Loqui,1
Lucere,1
Ludere,1
Ludus,1
Lugere,1
Lumen,1
Lux,1
Magister,1
Magnopere,1
Magnus,1
Maior,1
Mala,1
Male,1
Malle,1
Malus,1
Manere,1
Manus,1
Maritus,1
Mater,1
Matrona,1
Maximus,1
Medius,1
Melior,1
Membrum,1
Mens,1
Mensa,1
Mensis,1
Meridies,1
Merus,1
Meta,1
Meus,1
Miles,1
Militare,1
Mille Passus,1
Minimus,1
Minor,1
Mirus,1
Misellus,1
Miser,1
Mittere,1
Modo,1
Moenia,1
Monere,1
Mons,1
Monumentum,1
Mora,1
Morari,1
Mori,1
Mors,1
Morsus,1
Mortalis,1
Mortuus,1
Mos,1
Movere,1
Mox,1
Mulier,1
Multus,1
Munus,1
Murus,1
Nam,1
Namque,1
Narrare,1
Nasus,1
Natio,1
Natus,1
Nauta,1
Navigare,1
Navis,1
Nec,1
Necesse,1
Negare,1
Neglegere,1
Negotium,1
Nemo,1
